,Unnamed: 0,nama,komentar,rating,kelas
470,0,Dimas,terima kasih gan barang sudah mendarat dengan selamat 👍🏻👍🏻 ada beberapa dent yang seperti nya bekas jatuh dan juga ada keyboard yang coak seperti kena rokok.,4,Baik
471,1,Segar,"baterainya boros, dan touchpad sering geser sendiri ketika disentuh",4,Baik
472,2,topas,"Puas, barusan barang tiba dan sedang disedang digunakan. Tapi perlu cek beberapa hari ini semoga tetap lancar..",4,Baik
473,3,Bahtiar,"Meskipun mundur sehari dari jadwal semula namun tidak apa-apa, aplikasi dan driver masih versi lama, sedang diupgrade sendiri, bintang 4 cukup ya 🙏🏾👍",4,Baik
474,4,Bobby,"packing memuaskan rapih dan aman, untuk semuanya tidak ada komplain saya suka mantap min 👍🏼",4,Baik
475,5,Jambu,Kaca kamera ga ada Selebihnya insyaallah aman,4,Baik
476,6,S***h,kondisi fisik baik,4,Baik
477,7,A***s,"Barang yg dikirim kurang sip,bagian lcd kebuka dan tidak bisa nutup rapet,,stiker thinkpad bagian dalam tidak ada,,penjual responya bagus,,",4,Baik
478,8,Yuda,"okey, batrainya bertahan 2jam",4,Baik
479,9,I***n,"Puas, seller sangat membantu .",4,Baik
480,10,Rudisanusi,batre nya cuman kuat 1jam yg lain nya sih lancar,4,Baik
481,11,S***n,"barang sesuai, semoga awet.",4,Baik
482,12,Aldino,barang sudah diterima dengan baik hanya kondisi fisiknya saja yang kurang. terimakasih,4,Baik
483,13,Ridwan,"kerennn banget laptopnya, penjualnya juga bagus ramah, santun, & sabar melayani. Setelah laptop datang, Auto langsung saya pakai buat Programing & coding 🤩 Nam... ",4,Baik
484,14,Hai,"datengnya ke Semarang cepet sih 2 hari doang, barangnya mulus, ternyata udah backlit keyboard, bisa scroll 2 jari, layarnya bukan pake TN paketnya IPS keren sih jadi mau... ",4,Baik
485,15,v***a,keyboard nya banyak yang ketukar😭 harus ditempel bagian keyboardnya,4,Baik
486,16,AFIF,"Barang bagus, masih mulus walaupun bekas. booting cepet pake SSD storage",4,Baik
487,17,Tommy,Barangnya dalam kondisi baik,4,Baik
488,18,Dinta,"Jangan memiliki ekspektasi tinggi, biasa saja ekspektasinya, namanya juga laptop second (mungkin) eks luar negeri... khawatir kecewa...",4,Baik
489,19,T***h,performanya mantap.,4,Baik
490,20,E***n,barang mulus 95% semua sesuai deskripsi. seller responsif. recommended.,4,Baik
491,21,Adie,"Barangnya bagus, respon penjual cepat. Semoga barangnya awet. Terimakasih.",4,Baik
492,22,Luthfi,"Pengiriman cepat, packing mantap, dapet bonus mouse lagi.. Cuma sayangnya bukan tas selempang hehe. Semoga aman2 aja kedepannya dan awet. Edit: ternyata mikrofon gk ja... ",4,Baik
493,23,Y***a,,4,Baik
494,24,M***o,"dapat unit yg mulus secara fisik, tp sayang cuma baterainya yg g bisa bertahan lebih dari 1 jam, berasa kurang nyaman aja sih. sepertinya karena ini unit terakhir yg ada,... ",3,Biasa
495,25,R***a,"keyboard nya udah di ganti, engga ori lagi",3,Biasa
496,26,mursalinalink,ada sticker yg menutupi bagian cover atasnya mungkin karna ada goresan di sana. huruf di keyboard beberapa tidak kelihatan. tapi after all worth it lah di harga segitu.,3,Biasa
497,27,C***a,"Cukup bagus, body mulus seperti baru. Hanya saja ada beberapa minus menurut saya, saat laptop sleep trus pas nyala lagi wifi ga bisa auto konek, musti di trouble solving... ",3,Biasa
498,28,A***n,"Baru beli langsung error, katanya harddisk rusak zzz",1,Sangat-buruk
499,29,soebari,barang tidak sesuai charger tidak sama dan charger tidak bisa di gunakan.saya akan ganti ulasan ini jika ada pertanggung jawaban,1,Sangat-buruk
500,30,A***s,"Di Deskripsi produk, cacat pemakaian ya, jadi mksudnya cacat pemakaian itu seperti ini loh. saya sempat retur barang pertama karena retak (retak menurut saya ga termasuk... ",1,Sangat-buruk
501,31,Jian,"Overall bagus, tombol 4 nya agak keras",4,Baik
502,32,Rizanfiero,Masih belum terbiasa tanpa ms word,4,Baik
503,33,m***i,Seller responsif hanya saja kurir yg mengecewakan,4,Baik
504,34,Ekanur,"barangnya gak ada masalah cuma yg jadi masalah itu adminnya, saya minta batalin aja karena kelamaan ngirimnya tapi pengajuan pembatalan malah di tolak dan tetap di kirim... ",4,Baik
505,35,G***U,mungkin buble dan packing bs ditingkatkan karena cm lapis buble 2 lapis saja gampang penyok,4,Baik
506,36,A***p,pengiriman tidak sesuai yang dijanjikan. kualitas barang oke. Harga relarif murah. barang tersegel dengan aman.,4,Baik
507,37,Fachri,"barang sesuai, harga bersaing, tapi sayang nggak dapet screen protector",4,Baik
508,38,Eza,bagus,4,Baik
509,39,v***a,"Persis seperti hp android tapi versi laptop. Cocok untuk kebutuhan belajar-mengajar secara online. Aplikasi Zoom agak berbeda dengan versi cloud, tidak ada anotasi atau... ",4,Baik
510,40,m***h,ŕada lama kirim nya,4,Baik
511,41,Ivan,komplit tanpa ada lecet cuma mash bingung cara pakai nya,4,Baik
512,42,Tiyas,"Produk sesuai, Chromebook kereenn.. cm proses dr penjual agak lama aja.",4,Baik
513,43,A***e,"sebelumnya saya cuma mau ngomong bahwa tidak ada masalah dengan toko ini. penjual responsif, barang jg oke sesuai deskripsi. hanya saja, kurir yg saya pakai yaitu a*n*r*j... ",4,Baik
514,44,Indra,Perbaikin untuk konsekuensi perihal pengiriman ya kak. Lain2 oke lahh,4,Baik
515,45,A***a,,4,Baik
516,46,Ekobolang,bingung makainya,3,Biasa
517,47,Lailatul,ga dapet free mouse :(,3,Biasa
518,48,E***F,"admin yg bales chat kurang jujur, kurir blm pickup bilangnya udah. giliran ditanyain jam brp dipickup, gabisa kasi jawaban pasti. utk kondisi laptop untungnya ga knp2. ga... ",3,Biasa
519,49,Rizki,"dikerjain waktu pengiriman gosend, awalnya bilang dikirim sebelum jam 12, tapi ga dikirim juga, saya minta buat kirim besok sekalian karena harus pergi lalu diiyakan, say... ",3,Biasa
520,50,C***i,"barang pas sampe bergaris² kayanya ketumpuk paketnya krg bagus packingnya biasanya kl dr marketplace lain stlh dbuble wrap tebel masukin lg ke dus packing , alhasil dkomp... ",3,Biasa
521,51,muhammad,kurang informatif,3,Biasa
522,52,A***o,"secara fungsi kurang bagus, ternyata bukan fungsi laptop, hanya netbook, akibat minimnya informasi awal",3,Biasa
523,53,Dionsius,sy kira os ny windows rupanya os android,3,Biasa
524,54,Saeful,"semuanya oke kecuali mouse ngga sesuai deskripsi, ngga ada respon juga pas mau tuker",3,Biasa
525,55,K***n,Disarankan penjual order pakai packing kayu dan udah sy order TAPI datang malah cuma dikasih buble wrap hitam tipis👎,2,Buruk
526,56,Yayuk,"Hanya bisa buat zoom, Microsoft office word dan Excel tidak ada, mau download ada yang bisa dan ada yang tidak bisa.",2,Buruk
527,57,A***n,pelayan sangat buruk 👎,1,Sangat-buruk
528,58,siska,"Kirain laptop, ini android seperti laptop Jadi untuk basic Excel dan Word susah gak bisa, Keterangan nya kurang informatif",1,Sangat-buruk
529,59,d***y,rusak di dalam 24jam,1,Sangat-buruk
530,60,wiryono,"Pelayanan admin nya tidak ramah, saya diminta bayaran tambahan 60k untuk packing kayu karna kalo gak ditambah 60k barang ga bisa dikirim. ternyata pas sampai barangnya ti... ",1,Sangat-buruk
531,61,Georg,,1,Sangat-buruk
532,62,Liza,,1,Sangat-buruk
533,63,Fanky,ada bunyi2 di harddisknya..,3,Biasa
534,64,Early,"Kacoooo, udh kena ongkir di toped, pas dikirim malah diminta ongkir lagi sm kurir toko 100rb!!!",3,Biasa
535,65,Nia,Pengiriman sangat sangat Lama. percuma pakai kurir SAMEDAY. masukan aja jangan beli ditoko ini. mendingan yg lain,1,Sangat-buruk
536,66,C***a,"Sudah Request 3x untuk Faktur Pajak tapi di Ignore oleh seller. Sebelum beli sudah di chat dluan apakah bisa atau tidak, dan di confirm bisa. Tolong Itikad baik nya.",1,Sangat-buruk
537,67,Jay,"Bundling mousenya gak sesuai merk yg tertulis, selebihnya mantab",4,Baik
538,68,Asep,Barang OK tapi packing KURANG ok,4,Baik
539,69,robby,"Agak nyesal sih, karena waktu barang sudah sampai harga turun 200rb",4,Baik
540,70,S***l,baru sadar ternyata laptopnya lebar banget btw semuanya bagus dan gak ngeh juga ternyata gak disediain tas,4,Baik
541,71,Gunawan,"sedikit masukan,karena masuk musim hujan kalo bisa di lapisi pastik biar tidak basa kardusnya basah ,untungnya laptopnya kondisi baik,",4,Baik
542,72,yoga,Kualitas barang sesuai dengan pesanan namun estimasi pengirimannya tidak sesuai,4,Baik
543,73,ihza,"produk ok pengiriman aman, tapi di bagian yg di bilang layar sentuh sedikit misleading",4,Baik
544,74,J***k,Harga murah dan rekomendasi buat laptop low budget spek tinggi,4,Baik
545,75,I***k,"Mantap, cepet dan sangat menolong pelayanannya, sukses selalu gan 🙏👏👏",4,Baik
546,76,Donny,"Dapet barang cacat produksi dibagian layar, sering flicker / kedap-kedip. Komplain seminggu setelah barang diterima (22 Februari 2023) karna baru ketauan. Ditanya baik-b... ",3,Biasa
547,77,Wilson,Beberapa barang bermasalah. Keyboard ada yg mati setelah dipakai 2 bulanan. Ada yg trackpadnya tdk sensitif dan bisa lompat2.,2,Buruk
548,78,Arif,"Touchpad laptop kalo disentuh terjadi shaking. bisa diatasi sih pake mouse external, cuma ya produk sedikit cacat.",2,Buruk
549,79,V***a,staff atau karyawan ditoko gudang operasionalnya ITC ROXY MAS kurang komunikatif dan belum bisa .mentreatment customer dengan sopan dan ramah. pengiriman barang dari guda... ,2,Buruk
550,80,Edy,Kualitas barang bermasalah,1,Sangat-buruk
551,81,IQBAL,janjinya mouse Logitech tapi yg dikirim HP. males belanja disini lagi.,1,Sangat-buruk
552,82,anggi,"Kualitas barang bermasalah, Pelayanan penjual kurang, Kemasan tidak aman",1,Sangat-buruk
553,83,S***o,beli barang mahal jangan pakai kurir. eh malah di hilangkan .. gagal deh,1,Sangat-buruk
554,84,Ahmad,"Packing bagus, aman sampai tujuan, sempat ada kendala di pengiriman barang dimana sudah berhari-hari orderan barang tidak dikirim oleh pihak ekspedisi. ketika nanya ke Seller bilangnya harap sabar, masalahnya laptop harga 9jtan terakhir dipickup sama kurir trs barang gak ada proses pengiriman berhari-hari. sempat was-was takut ilang mana orderan orang lain. tapi Alhamdulillah selamat sampai tujuan. SARAN saya untuk SELLER kalau memang ada kendala dipengiriman bantu Buyer untuk menyelesaikan masalah jangan lepas tanggung jawab, bantu selagi masih bisa.",4,Baik
555,85,M***r,tombol shift tidak berfungsi. terpaksa bawa ke service center,1,Sangat-buruk
556,86,I***l,charger laptop tidak berfungsi. Tidak bisa mengisi daya.,1,Sangat-buruk
557,87,Riswanda,pengiriman melewati waktu seharusnya sampai tapi barang aman,4,Baik
558,88,GMS,Barang sudh sampe,4,Baik
559,89,F***a,"Sangat puas, sesuai dengan spesifikasi, bonusnya lengkap, mantap. Laptop langsung dipakai ngedit 👍🏼. Cuman mesti dicatat bahwa laptop ini berbahan metal, jadi kalau lis... ",4,Baik
560,90,Rudy,"Barang Overal tidak ada masalah dan Ori, cuma pengiriman agak lama karena ekspedisi yang dipakai.. Untuk kualitas sih sedikit kecewa karena keliatan tidak di QC oleh piha... ",4,Baik
561,91,S***n,"Paket sampai dengan aman, sampai saat ini belum ada kendala, sayang ga dapat SSD Samsung",4,Baik
562,92,rizki,"overall, cukup puas. cuma sayang packaging nya cuma pakai bubble wrap. sampai saat diterima sih aman. moga2 ga ada masalah di internalnya ke depan. Bonus tas laptop saja.",4,Baik
563,93,A***i,"unit sesuai dgn yg ada di foto, original, delivery by gojeg cepat, tks",4,Baik
564,94,Mohamad,barang bagus. fastrapon. pngiriman cepet. cuma kurang bonusnya aja yg gda. ktnya kosong dari acernya,4,Baik
565,95,Jersy,"oke, barang segel dan sesuai.",4,Baik
566,96,Muhammad,"Seller responsif, pengiriman cepat, laptop sementara berfungsi normal, cuma sayang g dapet ssd samsung...",4,Baik
567,97,Ryal,"respon seller cepat, tapi ketika minta free bublewarp tidak ti tanggapi, sayangnya dapet ssd merk micron, kecepatan standar, ga seperti ssd merk samsung yang lebih cepat.",4,Baik
568,98,K***a,"tidak dapat yg terbaik ssd-nya tapi gapapa bukan rezeki namanya adminnya ada yg ramah banget, ada yg lumayan jutek🙏🏻 Pengirimannya agak mepet ya🙏🏻 At last terimakas... ",4,Baik
569,99,Jordhy,"Barangnya sesuai iklan dan tiba sesuai estimasi, cuma sayangnya sering ngefreeze dan shutdown tiba-tiba",4,Baik
570,100,Atikah,untuk produk: 1. trackpad miring sebelah meskipun tetap berfungsi dgn baik kata tokonya sih emang modelnya 2. SSD kenceng pol tapi kek gacha kalo hoki dapet yang samsung... ,4,Baik
571,101,A***d,"sengaja mesen buble warp 3 lembar, paket malah dibungkus pake trash bag, ga ada buble warp sama sekalipun 🤣 edited: overall semuanya bagus ga kecewa cuma kendala di bubl... ",4,Baik
572,102,Teguh,"Produk oke, respon seller jg cepat.. cm sayang request nota toko tdk bisa, why ???",3,Biasa
573,103,S***a,"Agak disesalkan, mengincar laptop ini karena kelebihannya di SSD, kecepatan ssd tidak seperti PCIe gen 4. Padahal konsumen yg lain dapat merk samsung. Tapi malah dapet y... ",3,Biasa
574,104,Bondan,"saya kasih bintang 3, packaging kurang safety tidak ada stiker fragile atau pecah belah dan hnya buble wrap tipis. tertolong laptop nya kondisi nyala. semoga tidak ada... ",3,Biasa
575,105,M***y,Toko respon dan sangat gercep. Cuma saat saya tanya ada slot kosong utk ssd katanya ada tipenya M2 NVME. Pas mau dipasang di acer center ternyata TDK ADA SLOT KOSONG... b... ,1,Sangat-buruk
576,106,J***r,"Respon sellernya sih cepet, tapi barangnya mengecewakan. Trackpad tinggi sebelah.. menyisakan rongga antara body dengan trackpad",1,Sangat-buruk
577,107,Rio,"barang sdh diterima dengan baik, tpi laptop yg dikirim bermasalah kita sebagai konsumen sangat dirugikan, penjual tidak mengecek sebelum dikirim, pas sampai ditangan kon... ",1,Sangat-buruk
578,108,Dimas,terima kasih gan barang sudah mendarat dengan selamat 👍🏻👍🏻 ada beberapa dent yang seperti nya bekas jatuh dan juga ada keyboard yang coak seperti kena rokok.,4,Baik
579,109,Segar,"baterainya boros, dan touchpad sering geser sendiri ketika disentuh",4,Baik
580,110,topas,"Puas, barusan barang tiba dan sedang disedang digunakan. Tapi perlu cek beberapa hari ini semoga tetap lancar..",4,Baik
581,111,Bahtiar,"Meskipun mundur sehari dari jadwal semula namun tidak apa-apa, aplikasi dan driver masih versi lama, sedang diupgrade sendiri, bintang 4 cukup ya 🙏🏾👍",4,Baik
582,112,Bobby,"packing memuaskan rapih dan aman, untuk semuanya tidak ada komplain saya suka mantap min 👍🏼",4,Baik
583,113,Jambu,Kaca kamera ga ada Selebihnya insyaallah aman,4,Baik
584,114,S***h,kondisi fisik baik,4,Baik
585,115,A***s,"Barang yg dikirim kurang sip,bagian lcd kebuka dan tidak bisa nutup rapet,,stiker thinkpad bagian dalam tidak ada,,penjual responya bagus,,",4,Baik
586,116,Yuda,"okey, batrainya bertahan 2jam",4,Baik
587,117,I***n,"Puas, seller sangat membantu .",4,Baik
588,118,Rudisanusi,batre nya cuman kuat 1jam yg lain nya sih lancar,4,Baik
589,119,S***n,"barang sesuai, semoga awet.",4,Baik
590,120,Aldino,barang sudah diterima dengan baik hanya kondisi fisiknya saja yang kurang. terimakasih,4,Baik
591,121,Ridwan,"kerennn banget laptopnya, penjualnya juga bagus ramah, santun, & sabar melayani. Setelah laptop datang, Auto langsung saya pakai buat Programing & coding 🤩 Nam... ",4,Baik
592,122,Hai,"datengnya ke Semarang cepet sih 2 hari doang, barangnya mulus, ternyata udah backlit keyboard, bisa scroll 2 jari, layarnya bukan pake TN paketnya IPS keren sih jadi mau... ",4,Baik
593,123,v***a,keyboard nya banyak yang ketukar😭 harus ditempel bagian keyboardnya,4,Baik
594,124,AFIF,"Barang bagus, masih mulus walaupun bekas. booting cepet pake SSD storage",4,Baik
595,125,Tommy,Barangnya dalam kondisi baik,4,Baik
596,126,Dinta,"Jangan memiliki ekspektasi tinggi, biasa saja ekspektasinya, namanya juga laptop second (mungkin) eks luar negeri... khawatir kecewa...",4,Baik
597,127,T***h,performanya mantap.,4,Baik
598,128,E***n,barang mulus 95% semua sesuai deskripsi. seller responsif. recommended.,4,Baik
599,129,Adie,"Barangnya bagus, respon penjual cepat. Semoga barangnya awet. Terimakasih.",4,Baik
600,130,Luthfi,"Pengiriman cepat, packing mantap, dapet bonus mouse lagi.. Cuma sayangnya bukan tas selempang hehe. Semoga aman2 aja kedepannya dan awet. Edit: ternyata mikrofon gk ja... ",4,Baik
601,131,Y***a,,4,Baik
602,132,A***n,"Packing aman, bagus. Pengiriman hampir 2 minggu, biasanya dengan JNE truk maksimal 1 minggu (sudah lebih dari estimasi di toped sendiri. Pilihan warna tidak disediakan, p... ",3,Biasa
603,133,Dicky,"ada lecet bagian bawah melingkar, semoga laptopnya aman",3,Biasa
604,134,M***d,"Barangnya bagus kualitas hardwarenya juga, tapi yang jadi masalah adalah OSnya windows 11, seandainya OS bawaannya adalah windows 10 ini bisa lebih baik lagi soalnya seri... ",3,Biasa
605,135,K***n,"Pengiriman cepat dan paket aman. Tetapi pas buka, segel kotak telah terbuka. Takut juga kalau ada apa”.. Selebihnya bagus dan MS Office aktif. Semoga awet dan admin dapat... ",3,Biasa
606,136,G***n,"segel sudah terbuka, ada satu huruf keyboard yang bunyi2 ketika ditekan. sudah terlanjur aktivasi office, terima kasih",3,Biasa
607,137,Siti,Order biru nyampe silver. Yoweslah.,3,Biasa
608,138,amirul,"admin tdk ramah, bintang 1,",1,Sangat-buruk
609,139,a***g,"Pesanan gagal dikirimkan, sudah komplain, selesai pusat resolusi tapi sampai saat ini belum ada refund, dr tgl pembelian sudah terhitung 15 hari.. parah sih pelayanan Tok... ",1,Sangat-buruk
610,140,I,"Awalnya sempet ragu karena ada beberapa review yang bilang chargernya rusak. Tapi tetep coba beli dan pas sampe bener aja chargernya gabisa dipake, pas konsultasi malah l... ",1,Sangat-buruk
611,141,Iman,casan rusak ga bisa dituker. harus nuker sendiri,1,Sangat-buruk
612,142,kirana,pelayanan sangat buruk laptop datang dlam keadaan layar bengkok/ tidak rapat ketika ditutup ngajuin komplain malah ngebantah dan tidak bertanggung jawab padahal jelas&#34... ,1,Sangat-buruk
613,143,Muhammad,,1,Sangat-buruk
614,144,M***d,,1,Sangat-buruk
615,145,M***d,,1,Sangat-buruk
616,146,fania,lagi melakukan kegiatan download2 tiba tiba layarnya mati sendiri trus nyala sendiri. kenapa kah itu? msndadak banget bkin kaget. pdhl kondisi aman ga ku apa apain. tpi makasih saya ckup puas.,4,Baik
617,147,P***a,maaf min masalah nya dari Mimin udah aman tapi dari jasa pengiriman kayak orang Dadan lama banget kalo bisa ilangin aja min jasa same day yang antaraja:),4,Baik
618,148,sapto,K = Lumayan P = Bagus T = Keren S = Sesuai G = Ada Sayang Cepat Panas Touchpadnya Berisik Bonusnya Tas 😀😀😄😄 Smoga Awet Buat Tempur Kerja,4,
619,149,Fadllyh,"Layar full HD. Kenceng buat gaming 👍. Desainnya keren. tapi sayangnya laptop cepet panas, baru di pakai 30 menitan udah panas banget",4,
620,150,eddy,"sesuai harapan dan pengiriman tepat waktu, kekurangan packingan nya hanya buble 1 layer tanpa pakai pelindung lain nya",4,
621,151,Joko,Packingan nya tidak safety banget.. hanya 1 lapisan dibagian luar saja. Untung saja laptop nya aman2 saja,4,
622,152,Mihma,Desainnya keren. Layar full HD. Gampang dibawa-bawa.,4,
623,153,Rega,"saya kecewa dengan packing nya, yg tidak sesuai SOP dari kurir yg cuma pake satu lapis buble warp. untuk laptop Alhamdulillah sesuai dengan spek yg ditawarkan",4,
624,154,Shidiq,cepat panas Wei gila nih laptop selain bisa dipakai buat ngetik juga bisa dipakai buat setrikaan,3,
625,155,y***a,"adminnya cuek, overall bagus sih",3,
626,156,arin,"mengecewakan sebenernya, free upgrade nya tolong di hapus klo sudah habis promonya, kaya ketipu jadinya, sekelas official store lo ini",2,
627,157,B***s,"Toko yang menyulitkan pelanggan! pembayaran via CC dikenakan charge 3% yang sangat tidak masuk akal. Apabila beli di toko namun settlement di tokped, dipaksa memilih pe... ",1,
628,158,W***i,"berat setelah ditimbang hanya 3,9 kg, dengan packing kardus. tapi di deskripsi dituliskan 12 kg. pengiriman ke riau. alhasil, kena biaya kirim 400rb an.",1,
629,159,B***o,"admin kurang soal pengetahuan laptop, admin kurang responsif, barang baru sampai keyboard tidak berfungsi bahkan on screen keyboard gabisa, tolong berhati2 membeli barang",1,
630,160,Y***B,"Pelayanan Tokonya baik tapi Laptop cepat Panas, saat Idle temperature bisa 73 C (nggak di pakai apa2, cuman browsing). pas di pegang di atas keyboardnya panas banget. Moh... ",1,
631,161,Andy,"sesuai deskripsi, sayangnya di foto ada gratis mouse sama tas nya yg datang hanya tas nya",4,Baik
632,162,N***l,"barang bagus, harga termasuk ok. sayang pengirimannya lama",4,Baik
633,163,Ike,"Barang ok, seller secara umum responsif, kekurangan produk yg dikomitkan Alhamdulillah dikirim, semoga bisa lebih teliti lagi dg komitmen dan pengiriman produk, tks seller",4,Baik
634,164,E***a,Barangnya overall bagus cuma gak bisa konek pakai earphone. Udah tanya ke seller cuma jawabannya kurang memuaskan,3,Biasa
635,165,f***y,pemakaian belum 1 bulan tapi layar redup sendiri,1,Sangat-buruk
